ed_map_for_viz,Trump,Clinton,vote_differences,total_value,trump_pct,clinton_pct,vote_counts_pct
85053,31,473,-442,1043,2.972195589645254,45.349952061361456,-42.377756471716204
85054,41,453,-412,1013,4.047384007897334,44.71865745310958,-40.67127344521224
85055,39,565,-526,1235,3.1578947368421053,45.74898785425101,-42.59109311740891
85056,12,216,-204,458,2.6200873362445414,47.161572052401745,-44.5414847161572
85057,22,346,-324,756,2.91005291005291,45.767195767195766,-42.857142857142854
85058,28,494,-466,1067,2.6241799437675724,46.29803186504217,-43.6738519212746
85059,36,572,-536,1236,2.912621359223301,46.27831715210356,-43.36569579288026
85060,17,381,-364,806,2.109181141439206,47.270471464019856,-45.16129032258065
85061,20,245,-225,541,3.6968576709796674,45.28650646950093,-41.58964879852126
85062,28,475,-447,1043,2.684563758389262,45.54170661553212,-42.85714285714286
85063,28,439,-411,944,2.9661016949152543,46.50423728813559,-43.53813559322034
85064,18,452,-434,957,1.8808777429467085,47.23092998955068,-45.35005224660397
85065,24,547,-523,1174,2.0442930153321974,46.592844974446336,-44.548551959114135
85066,39,519,-480,1132,3.4452296819787986,45.84805653710247,-42.40282685512367
85067,21,418,-397,898,2.338530066815145,46.5478841870824,-44.20935412026726
85068,38,505,-467,1105,3.4389140271493215,45.70135746606335,-42.262443438914026
85069,16,495,-479,1036,1.5444015444015444,47.77992277992278,-46.23552123552123
85070,19,356,-337,759,2.503293807641634,46.9038208168643,-44.400527009222664
85071,0,0,0,0,0.0,0.0,0.0
85072,0,0,0,0,0.0,0.0,0.0
85073,0,0,0,0,0.0,0.0,0.0
85076,0,0,0,0,0.0,0.0,0.0
85077,0,0,0,0,0.0,0.0,0.0
85079,0,0,0,0,0.0,0.0,0.0
85080,13,180,-167,392,3.316326530612245,45.91836734693878,-42.602040816326536
85081,12,391,-379,822,1.4598540145985401,47.5669099756691,-46.10705596107056
85082,19,283,-264,618,3.074433656957929,45.79288025889968,-42.71844660194175
86001,14,587,-573,1221,1.1466011466011465,48.075348075348074,-46.928746928746925
86002,21,524,-503,1114,1.8850987432675044,47.03770197486535,-45.152603231597844
86003,22,366,-344,789,2.788339670468948,46.38783269961977,-43.59949302915082
86004,21,306,-285,659,3.1866464339908953,46.4339908952959,-43.247344461305005
86005,11,320,-309,673,1.634472511144131,47.5482912332838,-45.913818722139666
86006,17,413,-396,868,1.9585253456221197,47.58064516129033,-45.622119815668206
86007,19,406,-387,861,2.2067363530778166,47.15447154471545,-44.94773519163763
86008,28,596,-568,1255,2.2310756972111556,47.49003984063745,-45.2589641434263
86009,14,480,-466,999,1.4014014014014013,48.048048048048045,-46.646646646646644
86010,18,333,-315,717,2.510460251046025,46.44351464435147,-43.93305439330544
86011,17,378,-361,804,2.1144278606965177,47.01492537313433,-44.900497512437816
86012,38,500,-462,1100,3.4545454545454546,45.45454545454545,-42.0
86013,23,541,-518,1146,2.006980802792321,47.20767888307155,-45.20069808027923
86014,32,556,-524,1199,2.6688907422852375,46.371976647206004,-43.70308590492077
86015,21,489,-468,1043,2.013422818791946,46.88398849472675,-44.870565675934806
86016,24,602,-578,1286,1.8662519440124419,46.81181959564541,-44.94556765163297
86017,27,486,-459,1050,2.571428571428571,46.285714285714285,-43.714285714285715
86018,27,510,-483,1105,2.4434389140271495,46.15384615384615,-43.710407239819006
86019,30,445,-415,974,3.0800821355236137,45.687885010266946,-42.607802874743335
86020,35,600,-565,1312,2.667682926829268,45.73170731707317,-43.06402439024391
86021,2,65,-63,135,1.4814814814814816,48.148148148148145,-46.666666666666664
86022,19,485,-466,1049,1.811248808388942,46.23450905624404,-44.423260247855104
86023,19,360,-341,787,2.41423125794155,45.7433290978399,-43.329097839898346
86024,32,553,-521,1194,2.680067001675042,46.31490787269682,-43.63484087102178
86025,15,439,-424,926,1.6198704103671708,47.40820734341253,-45.78833693304536
86026,23,415,-392,884,2.6018099547511313,46.94570135746606,-44.34389140271493
86027,25,396,-371,860,2.9069767441860463,46.04651162790698,-43.139534883720934
86028,23,445,-422,960,2.3958333333333335,46.35416666666667,-43.958333333333336
86029,21,476,-455,1005,2.0895522388059704,47.363184079601986,-45.273631840796014
86030,31,363,-332,818,3.7897310513447433,44.37652811735941,-40.58679706601467
86031,24,399,-375,864,2.7777777777777777,46.18055555555556,-43.40277777777778
86032,18,489,-471,1032,1.744186046511628,47.383720930232556,-45.63953488372093
86033,19,495,-476,1057,1.7975402081362346,46.830652790917696,-45.03311258278146
86034,21,601,-580,1262,1.664025356576862,47.622820919175915,-45.95879556259905
86035,23,594,-571,1250,1.8399999999999999,47.52,-45.68000000000001
86036,31,571,-540,1224,2.5326797385620914,46.650326797385624,-44.117647058823536
86037,28,490,-462,1067,2.6241799437675724,45.923149015932516,-43.298969072164944
86038,11,220,-209,477,2.3060796645702304,46.12159329140461,-43.815513626834374
86039,21,360,-339,779,2.6957637997432604,46.21309370988447,-43.51732991014121
86040,26,528,-502,1128,2.304964539007092,46.808510638297875,-44.50354609929078
86041,17,403,-386,862,1.9721577726218096,46.75174013921114,-44.779582366589324
86042,1,9,-8,20,5.0,45.0,-40.0
86043,2,116,-114,242,0.8264462809917356,47.93388429752066,-47.107438016528924
86044,11,178,-167,382,2.8795811518324608,46.596858638743456,-43.717277486910994
86045,21,415,-394,885,2.3728813559322033,46.89265536723164,-44.51977401129944
86046,11,425,-414,877,1.2542759407069555,48.46066134549601,-47.20638540478905
86047,18,691,-673,1450,1.2413793103448276,47.6551724137931,-46.41379310344828
86048,21,330,-309,725,2.896551724137931,45.51724137931035,-42.62068965517242
86049,27,484,-457,1055,2.5592417061611377,45.87677725118483,-43.317535545023695
86050,19,519,-500,1090,1.743119266055046,47.61467889908257,-45.87155963302752
86051,13,424,-411,890,1.4606741573033708,47.640449438202246,-46.17977528089887
86052,26,485,-459,1047,2.483285577841452,46.32282712511939,-43.83954154727794
86053,18,384,-366,824,2.1844660194174756,46.601941747572816,-44.41747572815534
86054,23,600,-577,1258,1.8282988871224166,47.69475357710652,-45.8664546899841
86055,25,475,-450,1032,2.422480620155039,46.02713178294574,-43.604651162790695
86056,44,518,-474,1142,3.852889667250438,45.359019264448335,-41.5061295971979
86057,24,424,-400,913,2.628696604600219,46.440306681270535,-43.81161007667031
86058,32,468,-436,1014,3.155818540433925,46.15384615384615,-42.998027613412226
86059,33,464,-431,1015,3.251231527093596,45.714285714285715,-42.46305418719212
86060,0,40,-40,80,0.0,50.0,-50.0
86061,19,314,-295,684,2.7777777777777777,45.90643274853801,-43.12865497076023
86062,21,353,-332,757,2.7741083223249667,46.63143989431968,-43.85733157199472
86063,24,452,-428,977,2.456499488229273,46.264073694984646,-43.807574206755376
86064,24,462,-438,995,2.4120603015075375,46.4321608040201,-44.02010050251256
86065,17,227,-210,496,3.4274193548387095,45.766129032258064,-42.33870967741935
86066,16,287,-271,620,2.5806451612903225,46.29032258064516,-43.70967741935484
86067,25,443,-418,963,2.596053997923157,46.00207684319834,-43.40602284527518
87001,2,68,-66,145,1.3793103448275863,46.89655172413793,-45.51724137931034
87002,14,393,-379,842,1.66270783847981,46.67458432304038,-45.01187648456057
87003,9,210,-201,454,1.9823788546255507,46.25550660792951,-44.27312775330396
87004,20,449,-429,955,2.094240837696335,47.01570680628272,-44.92146596858639
87005,12,315,-303,665,1.8045112781954888,47.368421052631575,-45.563909774436084
87006,32,469,-437,1034,3.0947775628626695,45.357833655705996,-42.26305609284333
87007,14,350,-336,742,1.8867924528301887,47.16981132075472,-45.28301886792453
87008,12,314,-302,671,1.7883755588673622,46.79582712369598,-45.007451564828614
87009,25,394,-369,863,2.8968713789107765,45.65469293163383,-42.75782155272306
87010,39,591,-552,1278,3.051643192488263,46.244131455399064,-43.1924882629108
87011,12,357,-345,751,1.5978695073235687,47.53661784287617,-45.9387483355526
87013,15,159,-144,355,4.225352112676056,44.7887323943662,-40.563380281690144
87014,9,155,-146,335,2.6865671641791042,46.26865671641791,-43.582089552238806
87015,4,164,-160,340,1.1764705882352942,48.23529411764706,-47.05882352941176
87016,12,131,-119,287,4.181184668989547,45.64459930313589,-41.463414634146346
87017,19,165,-146,377,5.039787798408488,43.76657824933687,-38.72679045092838
87018,33,405,-372,892,3.6995515695067267,45.403587443946186,-41.70403587443946
87019,39,425,-386,942,4.140127388535031,45.11677282377919,-40.976645435244166
87020,48,421,-373,966,4.968944099378882,43.581780538302276,-38.612836438923395
87021,2,85,-83,180,1.1111111111111112,47.22222222222222,-46.11111111111111
87022,15,266,-251,572,2.6223776223776225,46.50349650349651,-43.88111888111889
87023,44,511,-467,1136,3.873239436619718,44.982394366197184,-41.109154929577464
87024,21,243,-222,543,3.867403314917127,44.751381215469614,-40.88397790055249
87025,8,206,-198,435,1.839080459770115,47.356321839080465,-45.51724137931035
87026,41,499,-458,1101,3.7238873751135335,45.322434150772025,-41.59854677565849
87027,23,289,-266,645,3.565891472868217,44.8062015503876,-41.24031007751938
87028,35,502,-467,1096,3.1934306569343067,45.8029197080292,-42.6094890510949
87029,39,312,-273,738,5.284552845528456,42.27642276422765,-36.991869918699194
87030,12,161,-149,350,3.428571428571429,46.0,-42.57142857142857
87031,18,313,-295,676,2.6627218934911245,46.30177514792899,-43.63905325443787
87032,38,509,-471,1108,3.429602888086643,45.938628158844764,-42.50902527075812
87033,31,547,-516,1183,2.6204564666103125,46.23837700760778,-43.61792054099747
87034,51,478,-427,1078,4.7309833024118735,44.34137291280148,-39.61038961038961
87035,30,430,-400,941,3.1880977683315623,45.69606801275239,-42.50797024442083
87036,44,494,-450,1110,3.963963963963964,44.5045045045045,-40.54054054054054
87037,59,614,-555,1364,4.325513196480939,45.01466275659824,-40.6891495601173
87038,31,601,-570,1295,2.393822393822394,46.40926640926641,-44.01544401544401
87039,64,648,-584,1453,4.40467997247075,44.597384721266344,-40.19270474879559
87040,62,671,-609,1493,4.152712659075687,44.9430676490288,-40.79035498995311
87041,31,261,-230,594,5.218855218855219,43.93939393939394,-38.72053872053872
87042,27,491,-464,1053,2.564102564102564,46.628679962013294,-44.06457739791073
87043,1,0,1,2,50.0,0.0,50.0
87044,23,99,-76,251,9.163346613545817,39.44223107569721,-30.27888446215139
87045,17,55,-38,146,11.643835616438356,37.67123287671233,-26.027397260273975
87046,56,452,-396,1041,5.379442843419788,43.41978866474543,-38.040345821325644
87047,45,744,-699,1604,2.8054862842892767,46.38403990024938,-43.578553615960104
87048,18,504,-486,1072,1.6791044776119404,47.01492537313433,-45.33582089552239
87049,66,786,-720,1740,3.793103448275862,45.17241379310345,-41.37931034482759
87050,16,305,-289,652,2.4539877300613497,46.77914110429448,-44.32515337423313
87051,18,446,-428,940,1.9148936170212765,47.4468085106383,-45.53191489361702
87052,33,536,-503,1169,2.8229255774165956,45.85115483319076,-43.028229255774164
87053,56,720,-664,1585,3.533123028391167,45.42586750788644,-41.89274447949527
87054,76,745,-669,1683,4.515745692216281,44.26619132501485,-39.750445632798574
87055,43,490,-447,1091,3.9413382218148487,44.91292392300642,-40.97158570119157
87056,57,572,-515,1291,4.415182029434547,44.306738962044925,-39.89155693261038
87057,56,670,-614,1473,3.801765105227427,45.48540393754243,-41.683638832315005
87058,27,523,-496,1113,2.4258760107816713,46.99011680143755,-44.56424079065588
87059,48,678,-630,1475,3.2542372881355934,45.96610169491526,-42.71186440677967
87060,16,300,-284,648,2.4691358024691357,46.2962962962963,-43.827160493827165
87061,32,594,-562,1271,2.5177025963808024,46.734854445318646,-44.217151848937846
87062,36,634,-598,1376,2.616279069767442,46.075581395348834,-43.45930232558139
87063,8,45,-37,106,7.547169811320755,42.45283018867924,-34.90566037735849
87064,0,2,-2,4,0.0,50.0,-50.0
87065,49,290,-241,698,7.020057306590258,41.54727793696275,-34.52722063037249
87066,33,379,-346,847,3.896103896103896,44.74616292798111,-40.850059031877215
87067,35,309,-274,767,4.563233376792699,40.28683181225554,-35.72359843546285
87068,64,624,-560,1408,4.545454545454546,44.31818181818182,-39.77272727272727
87069,49,393,-344,916,5.349344978165939,42.903930131004365,-37.55458515283843
87070,17,457,-440,965,1.7616580310880827,47.35751295336787,-45.59585492227979
87071,16,257,-241,560,2.857142857142857,45.89285714285714,-43.035714285714285
87072,44,311,-267,722,6.094182825484765,43.07479224376731,-36.98060941828255
87073,4,59,-55,132,3.0303030303030303,44.696969696969695,-41.666666666666664
87074,64,489,-425,1129,5.66873339238264,43.312666076173606,-37.643932683790965
87075,40,379,-339,858,4.662004662004662,44.17249417249417,-39.510489510489506
87076,63,383,-320,915,6.885245901639345,41.857923497267755,-34.97267759562841
87077,41,433,-392,967,4.239917269906929,44.777662874870735,-40.5377456049638
87078,50,504,-454,1144,4.370629370629371,44.05594405594406,-39.68531468531469
87079,7,127,-120,279,2.5089605734767026,45.51971326164875,-43.01075268817205
87080,35,347,-312,775,4.516129032258064,44.774193548387096,-40.25806451612903
87081,35,389,-354,863,4.055619930475087,45.07531865585168,-41.01969872537659
87082,17,302,-285,643,2.6438569206842923,46.96734059097978,-44.32348367029549
87083,7,27,-20,71,9.859154929577464,38.028169014084504,-28.16901408450704
87084,28,319,-291,714,3.9215686274509802,44.67787114845939,-40.75630252100841
87085,38,810,-772,1719,2.2105875509016872,47.12041884816754,-44.90983129726585
87086,6,225,-219,468,1.282051282051282,48.07692307692308,-46.794871794871796
87087,22,571,-549,1205,1.8257261410788383,47.38589211618257,-45.56016597510373
87088,27,491,-464,1050,2.571428571428571,46.76190476190476,-44.19047619047619
87089,16,480,-464,1011,1.582591493570722,47.47774480712167,-45.89515331355094
87090,0,0,0,0,0.0,0.0,0.0
87091,0,0,0,0,0.0,0.0,0.0
87092,0,0,0,0,0.0,0.0,0.0
87093,0,0,0,0,0.0,0.0,0.0
87094,0,0,0,0,0.0,0.0,0.0
87095,0,0,0,0,0.0,0.0,0.0
